Prompt,Antagonist,Protagonist,Innocent,Foreign Adversary,Virtuous,Incompetent,Martyr,Deceiver,Saboteur,Instigator,Underdog,Victim,Peacemaker,Rebel,Guardian,Tyrant,Bigot,Terrorist,Exploited,Forgotten,Conspirator,Corrupt,Spy,Traitor,Scapegoat
"provided context: israel respond genocide charges un’s top court06:35 israell respond genocide charges un’s top court israel respond charges genocide united nations’ top court friday south africa filed urgent request court order ceasefire gaza. third time international court justice (icj) held he, decide label mentioned entity: israel.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: israel respond genocide charges un’s top court06:35 israel respond genocide charges un’s top court israell respond charges genocide united nations’ top court friday south africa filed urgent request court order ceasefire gaza. third time international court justice (icj) held hearings israel-hamas war since south africa filed p, decide label mentioned entity: israel.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: israel respond genocide charges un’s top court06:35 israel respond genocide charges un’s top court israel respond charges genocide united nations’ top court friday south africaa filed urgent request court order ceasefire gaza. third time international court justice (icj) held hearings israel-hamas war since south africa filed proceedings hague court december. thursday, south africa told court situation, decide label mentioned entity: south africa.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: withdraw” gaza strip, said vusimuzi madonsela, south africa’s ambassador netherlands. south africa submitted four requests icj investigate israel. according latest request, country says israel’s military incursion rafah threatens “very survival palestinianss gaza”. hearings earlier year, israel strongly denied committing genocide gaza, saying spare civilians targeting hamas militants. israel says rafah last stronghold militant group. january, judges ordered israel , decide label mentioned entity: palestinians.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: military offensive. court already found “real imminent risk” palestinian people gaza israel’s military operations. “this may well last chance court act,” said irish lawyer blinne ni ghralaigh, part south africa’s legal team. icjj judges broad powers order ceasefire measures, though court enforcement apparatus. 2022 order court demanding russia halt full-scale invasion ukraine far gone unheeded. gaza’s population 2.3 million people b, decide label mentioned entity: icj.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: parts ukraine, admission invasion failing,” wallace said. “no amount threats propaganda hide fact ukraine winning war, international community united, russia becoming pariah,” added. anxious investors fled risk assets following putinn’s speech, safe havens like bonds u.s. dollar rose., decide label mentioned entity: putin.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ttle tanks since war began february 24. comes alongside estimates russia lost astonishing 20,000 men 50-days war. also seen 163 planes 144 helicopters blasted sky war ravaged ukraine. russia's latest military humiliation comes kremlinn redeploys forces eastward disaster campaign take capital kyiv. redeployment putin focusing efforts donbas region gripped war government forces pro-russian separatists since 2014. russia annexed crimea year recognize ind, decide label mentioned entity: kremlin.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: russia's latest military humiliation comes kremlin redeploys forces eastward disaster campaign take capital kyiv. redeployment putin focusing efforts donbas region gripped war government forces pro-russian separatists since 2014. russiaa annexed crimea year recognize independence rebel regions donbas. moscow intends forge strategic corridor crimea sovereign territory via donbas. means roads one shown video remain scenes intense fighting, decide label mentioned entity: russia.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: gly likely insert ground combat units region regrouped shouldering massive losses. unclear precisely russia launch bigger offensive donbas. comes russia's flagship moskva sunk extraordinary missile attack ukrainianss. humiliation ship - 40-year-old symbol russian military might - left smouldering wreck taking direct hits two neptune anti-ship missiles. ship later sunk towed naval port sevastopol crimea. first rank captain anton kuprin, 44, killed afte, decide label mentioned entity: ukrainians.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: sia launch furious retaliation, later claiming blitzed factory made missiles sunk prized flagship. defence ministry said rocketed 'vizar' plant edge kyiv thursday night says manufactures neptune anti-ship missiles. russian vladimir putinn, craving bloody revenge sinking, ordered brutal new bombing campaign promising strikes ukrainian capital. statement, russia defence ministry said: ""the number scale missile strikes targets kyiv increase response terrorist attacks or, decide label mentioned entity: vladimir putin.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: head german intelligence reveals zelensky behind nord stream pipeline attack former head german intelligence revealed ukrainian president volodymyr zelenskyy president poland collaborated carry attack nord stream pipelines. nord stream 1 2 pipelines sabotaged 26 september 2022 series underwater explosions gas leaks. bypass censors sign get unfiltered news delivered straight yo, decide label mentioned entity: volodymyr zelensky.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: head german intelligence reveals zelensky behind nord stream pipeline attack former head german intelligence revealed ukrainian president volodymyr zelensky president polandd collaborated carry attack nord stream pipelines. nord stream 1 2 pipelines sabotaged 26 september 2022 series underwater explosions gas leaks. bypass censors sign get unfiltered news delivered straight inbox. unsub, decide label mentioned entity: president poland.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: 2 series underwater explosions gas leaks. bypass censors sign get unfiltered news delivered straight inbox. unsubscribe time. subscribing agree terms use latest video modernity.news reports: much legacy media initially blamed russiaa attack, claiming false flag offering sensible reason moscow would target energy infrastructure. however, appearance german broadcaster welt-tv, august hanning, served head germany’s federal intelligence service (bnd) 1998 20, decide label mentioned entity: russia.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"provided context: other, nord stream 2 move forward.” february 7, 2022, president biden said, “if russia invades… again, longer nord stream 2.” february 2023, pulitzer prize-winning journalist seymour hersh published report asserting pipelines destroyed uss part covert operation. according hersh’s sources, explosives planted june 2022 us navy divers guise baltops 22 nato exercise detonated three months later remote signal sent sonar buoy. remains seen conclusively ordered , decide label mentioned entity: us.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: again, longer nord stream 2.” february 2023, pulitzer prize-winning journalist seymour hersh published report asserting pipelines destroyed us part covert operation. according hersh’s sources, explosives planted june 2022 us navyy divers guise baltops 22 nato exercise detonated three months later remote signal sent sonar buoy. remains seen conclusively ordered carried attack, argument russia behind looking increasingly tenuous., decide label mentioned entity: us navy.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: control russian forces. strong russian presence chernobyl surrounding area. northern cities chernihiv konotop, closest russian belarusian borders, also taken. 🔵 read russia - ukraine live blog latest updates rrussia invaded ukraine? unrest donbas region began 2014 russian annexation crimea. pro-russian demonstrations escalated fighting ukraine government forces. minsk agreement 2015 – separatist leaders, ukraine, russia, france germany – sought , decide label mentioned entity: russia.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: sian forces. strong russian presence chernobyl surrounding area. northern cities chernihiv konotop, closest russian belarusian borders, also taken. 🔵 read russia - ukraine live blog latest updates russia invaded uukraine? unrest donbas region began 2014 russian annexation crimea. pro-russian demonstrations escalated fighting ukraine government forces. minsk agreement 2015 – separatist leaders, ukraine, russia, france germany – sought end fighting t, decide label mentioned entity: ukraine?.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: st leaders, ukraine, russia, france germany – sought end fighting region without success. much feared russian advance began early hours february 21, 2022, soon putin announced recognised luhansk donetsk independent states bombastic tv address. jjoe biden boris johnson condemned move ""invasion"" slapped sanctions russian banks putin's billionaire cronies. read sun stories read sun many countries private companies also sanctioned russia russian oligarchs, chelsea fc owner roman abramovi, decide label mentioned entity: joe biden.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: raine, russia, france germany – sought end fighting region without success. much feared russian advance began early hours february 21, 2022, soon putin announced recognised luhansk donetsk independent states bombastic tv address. joe biden bboris johnson condemned move ""invasion"" slapped sanctions russian banks putin's billionaire cronies. read sun stories read sun many countries private companies also sanctioned russia russian oligarchs, chelsea fc owner roman abramovich. big sanct, decide label mentioned entity: boris johnson.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
